relative_path,group,row_number,pair_key,ko_preview,en_preview,ko_codepoints,en_codepoints,ko_utf8_bytes,en_utf8_bytes,data_set,domain,subdomain,source,style
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,2404,ECOFI1B02280,건강 보험은 어떤가요?,How about the health insurance itself?,12,38,30,38,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,2734,ECOFI1B05427,먼저 보험 적용 목적을 확인하겠습니다.,We should first identify your purpose for the insurance coverage.,21,65,53,65,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,2868,ECOFI1B06691,"이 백만 달러짜리 로봇은 정말 흥미롭습니다, 이 로봇을 시장에 출시하는 데 필요한 다른 이점과 요구 사항에 대해 더 알고 싶습니다.","This million-dollar robot is really interesting, and I want to know more about the other benefits and requirements needed to launch this robot.",73,143,177,143,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3118,ECOFI1G00201,"네, 저는 귀입니다.","Yes, please, I'm all ears.",11,26,25,26,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3162,ECOFI1G00551,"그렇지 않습니다, 저희 회사가 주식을 상장하는 이유에 해당하지 않습니다.","No, that's not one of the reasons why we're going public.",40,57,100,57,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3418,ECOFI1N00566,가능합니까 아니면 현재 일정을 계속해야 합니까?,"Is that even possible, or do I have to continue with the current schedule?",26,74,66,74,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3479,ECOFI1P00361,괜찮으실까요?,"In addition to that, I'd like to let you know that you may purchase more shares of our company stock.",7,101,19,101,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3500,ECOFI1P00564,"환영하다, 이해와 지원에 감사드립니다.",You're most welcome; thank you for your understanding and support too.,21,70,53,70,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3596,ECOFI1S00796,암호화폐 시장은 트렌드를 꾸준히 관찰하지 못하는 사람에게는 좋지 않습니다.,It's not good for people who cannot keep a steady eye on the trends.,41,68,105,68,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3629,ECOFI1S01060,당신은 회사의 기본 방침을 확인해야 합니다.,You need to check the company's fundamental policy.,24,51,60,51,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3711,ECOFI1V00749,이 회의에 참여해주셔서 감사합니다.,Thank you for joining me at this meeting.,19,41,49,41,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3727,ECOFI1V00904,"약속하는데, 당신은 나와 함께 이 사업을 하는 것을 좋아할 것입니다.","I promise, you will love this ride with me on this business.",38,60,92,60,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3905,ECOFI2I00468,주식을 매수하는 것은 위험한 사업입니다.,Take note that buying stocks is a risky business.,22,49,56,49,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,3916,ECOFI2I00623,그래서 그들은 어떻게 돈을 버는가?,How do they get their money then?,19,33,47,33,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4013,ECOFI3B00868,대출금액의 80%를 담보로 확보해야 합니다.,You would have to put collateral for 80% of the loan amount.,24,60,56,60,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4040,ECOFI3I00021,여행 보험에 대해 질문이 있습니다.,I have a question about travel insurance.,19,41,47,41,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4111,ECOFI3I00686,어떤 교통 수단을 이용하시나요?,Which mode of transport do you use?,17,35,43,35,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4186,ECOFI4B00203,AI의 기회를 모색하기 위해 설립한 Private Limited 회사죠.,It is a Private Limited company we set up to explore opportunities in AI.,40,73,72,73,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4472,ECOFI5I00006,그런 투자에 대해서는 들어본 적도 없어요.,I had never even heard of such an investment before.,23,52,57,52,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4552,ECOFI5I00744,또 보여드리고 싶은 곳은 제주입니다.,Another one I'll show you is at Jeju.,20,37,50,37,일상생활및구어체,해외고객과의채팅,"금융,보험",크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,4643,ECOIC1A00740,"오, 정말인가요, 더 말해 주세요.","Oh, really, tell me more about it.",19,34,43,34,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5190,ECOIC1G00801,웹사이트에는 편집 캘린더와 별도의 원본 콘텐츠가 있습니다.,The website has its editorial calendar and original content.,32,60,82,60,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5391,ECOIC1M00130,"그렇습니다, 그리고 FFF는 이전 전화 모델에 비해 더 발전되었습니다.","Yes, and the FFF is more advanced compared to older phone models.",39,65,91,65,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5394,ECOIC1M00142,제 문의에 신속하게 답해 주셔서 감사합니다.,Thank you for your swift revert to my inquiry.,24,46,60,46,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5562,ECOIC1O00219,"정해진 일정은 없고, 자신만의 페이스로 배울 수 있습니다.","There is no set schedule, and you can learn at your own pace.",32,61,78,61,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5568,ECOIC1O00257,25달러부터 가장 기본적인 포스팅 옵션을 제공합니다.,"Starting at 25 dollars, we provide the most basic posting option.",29,65,71,65,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5690,ECOIC1R00167,참석 가능 여부 확인 후 다시 연락드릴 수 있도록 미팅 내용을 알려주시기 바랍니다.,Kindly give me the meeting specifics so that I can check my availability and get back to you.,46,93,112,93,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,5780,ECOIC1S00179,그러나 이 경우 미국 시장과 언어에 대한 이해가 필요할 것입니다.,"However, understanding the American market and language would be necessary in this case.",36,88,88,88,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6148,ECOIC2C00203,9개월 동안만 됩니다.,"We only issue it for nine months, sir.",12,38,28,38,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6278,ECOIC2D00602,BBB의 AAA입니다.,I'm Mr. AAA from BBB.,12,21,20,21,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6348,ECOIC2I00211,실제 판매량보다 더 많아지는 추세입니다.,They're on track to outnumber physical sales.,22,45,56,45,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6380,ECOIC2I00539,우리는 이미 좋은 목표를 가지고 있기 때문에 그들에게 집중해야 합니다.,"We already have a good target, so we must focus on them.",39,56,97,56,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6461,ECOIC2N00359,"간단히 말하면, 네, 하지만 사진 말고 다른 것도 있을 수 있어요.","Simply put, yes, but it could be anything else other than pictures too.",37,71,85,71,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6830,ECOIC2W00173,"그래요, 좋은 생각이에요, 그게 맞아요.","Yeah, that sounds good, and I guess that's fair.",22,48,52,48,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6929,ECOIC3B00157,"알겠습니다, 필요한 것은 무엇이든 알려 주세요, 그러면 제 비서에게 보내달라고 요청하겠습니다.","OK, just let me know whatever you need, and I'll ask my secretary to send it over to you.",52,89,130,89,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6959,ECOIC3B00451,질문 목록을 제공하시겠어요?,"Will you be providing me with a list of questions, sir?",15,55,39,55,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,6978,ECOIC3B00624,"당연히, 즐거움도 제가 갖죠.","Naturally, the pleasure is all mine.",16,36,38,36,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7059,ECOIC3C00644,구매자를 위한 계약 조건이 있습니까?,Do you have any terms and conditions for the buyer?,20,51,50,51,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7061,ECOIC3C00658,"교육 소프트웨어, 시스템 관리 소프트웨어 및 유틸리티 소프트웨어를 개발합니다.","We develop educational software, system management software, and utility software, to name a few.",43,97,109,97,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7076,ECOIC3C00771,모든 연령대의 학생을 대상으로 한 FFF 한자 앱입니다.,"This is the FFF kanji app, which is designed for students of all ages.",31,70,71,70,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7119,ECOIC3I00470,"네, 고객님, 모니터도 받으실 수 있습니다.","Yes, sir, you may receive the monitor as well.",24,46,56,46,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7173,ECOIC3S00253,저는 국내와 전 세계 사용자를 모두 일치시킬 수 있는 시스템을 구축했으면 합니다.,I'd want to see a system in place that can match users both locally and worldwide.,45,82,111,82,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7256,ECOIC3W00261,우리는 개인 브랜딩에 대해 알아볼 겁니다.,We will be looking into personal branding.,23,42,57,42,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7312,ECOIC3W00721,자세한 내용은 이메일로 문의해 주세요.,"For more information, you may send us an email.",21,47,53,47,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7332,ECOIC3W01039,제가 카메라 앞에서 이 제품들을 테스트해 보기를 원하십니까?,"So, you just want me to test out these products on camera?",33,58,83,58,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7367,ECOIC4C00334,인터넷과 연동되는 다른 플랫폼입니다.,Those are different platforms that work with the use of the Internet.,20,69,52,69,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7370,ECOIC4C00362,어떤 종류의 화상 회의 서비스를 제공하나요?,What kind of videoconferencing services do you provide?,24,55,60,55,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7441,ECOIC4I00133,사물인터넷에 대해 많이 알려주셔서 감사합니다.,Thanks for letting me know so much about the Internet of Things.,25,64,65,64,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7631,ECOIC4W00733,한국은 웹 디자인 서비스를 제공하나요?,Does Korea offer web design services?,21,37,53,37,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7644,ECOIC4W00899,그들은 우리 회사에 서비스를 제공할 것입니다.,They will render services to our company.,25,41,63,41,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7672,ECOIC5C00175,"그러게요, 같은 생각이라 다행이네요.","Exactly, I'm glad we're on the same page here.",20,46,50,46,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7734,ECOIC5C00829,좋은 상품인 것 같네요.,That sounds like a good product feature.,13,40,31,40,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7761,ECOIC5S00241,현재 성공 요인이 뭐라고 생각하시나요?,What do you think is the factor behind the current success?,21,59,53,59,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7774,ECOIC5S00352,"그랬더니, 대신 전화를 달라고 하더군요.","I did, but they asked me to call instead.",22,41,54,41,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7812,ECOIC5W00106,알림을 받으면 절차에 따라주세요.,"Once you receive the notification, please follow the steps for the procedure.",18,77,46,77,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7869,ECOIC5W00757,곧 시작하는 경우에 해당됩니다.,That is if you will be starting soon.,17,37,43,37,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7876,ECOIC5W00803,"알겠습니다, 그럼 연락 기다리겠습니다.","All right, and I will be waiting for updates from you.",21,54,53,54,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7924,ECOIC6C00252,"아니요, 아직 못 읽었어요.","No, I'm afraid I haven't read it yet.",15,37,35,37,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7988,ECOIC6W00102,정말 좋아지기 시작했어요!,It's starting to get really well!,14,33,36,33,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
01.데이터/1.Training/라벨링데이터/TL1/일상생활및구어체_영한_train_set.json,TRAIN · EN_TO_KO,7992,ECOIC6W00165,"아시다시피, 우리는 광고가 영향력을 만드는 데 도움이 되어야 하는 특별한 시장을 공략하기 위해 노력하고 있습니다.","As you know, we're working to target a special market in which the advertisement must help create an impact.",63,108,157,108,일상생활및구어체,해외고객과의채팅,정보통신,크라우드 소싱,구어체
