relative_path,group,row_number,pair_key,ko_preview,en_preview,ko_codepoints,en_codepoints,ko_utf8_bytes,en_utf8_bytes,data_set,domain,subdomain,source,style
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,970,POS0820618100538974320,이 사진은 한국 최초의 단체 사진으로 역사적 가치를 가지지만 촬영자와 촬영연도를 정확히 알 수 없다.,"This photo is initial group photo in Korea and has historical value, but the precise date of the shoot and the filming year are not known.",56,138,138,138,기술과학분야,정치,정치일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1002,WRN030618095736796138,12일 BBB에 따르면 볼리비아 서부 오루로 인근에 있는 우루우루 호수에 지난 7일 자원봉사자와 공무원 등 수백 명이 찾아와 호수를 가득 메운 쓰레기를 치웠다.,"According to BBB, on the 12th, hundreds of volunteers and civil servants visited Uruuru Lake near Oruro in western Bolivia on the 7th and cleared the garbage th",89,179,209,179,기술과학분야,세계,사회_환경,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1017,KBDS01A107322,서버 시스템(102)은 공유될 각각의 처리된 미디어 콘텐츠 아이템을 검색하기 위해 하나 이상의 데이터 저장소(126)에 액세스할 수 있다.,The server system 102 may access one or more data storage 126 to search for each processed media content item to be shared.,77,123,177,123,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1126,WRN030618095736789256,ETS에 포함되지 않는 운송 부문과 가정 부문의 온실가스도 회원국별 감축 목표를 정해 오는 2020년까지 2005년에 비해 10% 감축토록 했다.,"Greenhouse gases in the transportation and home sectors not included in ETS have also been reduced by 10% compared to 2005 by 2020, when member states set reduc",81,173,177,173,기술과학분야,세계,사회_환경,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1237,POS9320618100426951672,경제 제재의 방법에 대해서는 일반적으로 다자적 공조에 의한 제재가 효율적이라는 견해와 개별 국가 차원에서 실시하는 것이 효율적이라는 견해가 있다.,"Concerning the method of economic sanctions, there is widespread agreement that sanctions based on multilateral cooperation are effective and that sanctions imp",81,221,205,221,기술과학분야,정치,북한,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1437,KBDS01A58432,"장치 인터페이스 블록(210)은 건물(100)에 설치되는 장치들로부터 장치 정보를 수집하고, 수집된 장치 정보를 통신 관리 블록(230)에 전달할 수 있다.",The device interface block 210 may collect device information from devices installed in the building 100 and transmit the collected device information to the co,87,193,193,193,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1515,KBDS01A131397,상기 의미론적 거리 임계값은 시드 키워드로부터 키워드 카테고리 내의 키워드들을 식별하는데 사용된 임계값와 다를 수 있다.,The semantic distance threshold may be different from a threshold used to identify keywords within a keyword category from a seed keyword.,67,138,169,138,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1595,WRN020618095721661269,일본 후생노동성과 농림수산성은 문제의 쇠고기 상자에는 미국 농무부의 안전 인증서가 없었고 도쿄항 도착 후 동물검역소로부터 검사를 받았다고 전했다.,"Japan's Ministry of Health, Labor and Welfare said that the beef box in question did not have a safety certificate from the US Department of Agriculture and was",81,233,207,233,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1668,CLS0340618095343305968,"실험 집단은 2016년 9월 1일부터 9월 30일까지 신문 기사를 활용한 기후변화 교육 프로그램을 매주 2회기씩 총 8회기(1회기 40분)를 적용하였고, 통제 집단에는 아무런 처치를 하지 않았다.","To the experimental group, from September 1 to September 30, 2016, the climate change education program using newspaper articles was applied twice a week, for a",109,258,243,258,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1672,KITS01A86164,통합 보안 SoC는 제1 펌웨어의 검증 과정을 통해 공격자가 펌웨어 저장소를 탈취하여 펌웨어를 변조한 경우를 식별하여 펌웨어 업데이트를 중단할 수 있다.,"Through the verification process of the first firmware, the integrated security SoC may identify a case where an attacker has stolen the firmware storage and ta",85,229,205,229,기술과학분야,기술과학,IT,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1695,WRN010618095658476981,"중국, 일본의 도서를 참고한 뒤 한국 고유의 무예를 정리해 '무예 동의보감'으로도 불린다.","After referencing chinese and Japanese books, it is also called ""No-Art Consent Feeling"" by compiling korean artlessness.",50,121,120,121,기술과학분야,세계,국제기구,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1879,POS0220618095822853097,"미국과 같은 강대국이 ""코로나19(COVID-19)"" 사태에 효과적으로 대응하지 못하는 상황에 직면하면서 국제 정치 질서도 적지 않은 영향을 받고 있다.","As a effective country like the United States is not able to effortlessly respond to the ""COVID-19"" situation, the international political order is also being a",85,189,191,189,기술과학분야,정치,국방외교,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1898,WRN020618095733761418,"파넬로 대변인은 ""그러나 뎅그박시아 사용 재개 결정은 세계보건기구(WHO)와 의학 전문가들의 의견을 검토해 매우 신중하게 이뤄져야 한다""고 강조했다.","Panello emphasized, ""However, the decision to resume dengboxia use should be made very carefully after considering the World Health Organization's (WHO) and med",83,188,201,188,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,1934,WRN010618095700494156,"이에 따라 국내에서는 한 사람이 하루에 300유로까지만 인출할 수 있고, 수표를 현금으로 바꿔주는 업무도 중단됐다.","As a result, one person can withdraw up to 300 euros per day in Korea, and the business of cashing out checks has also been suspended.",64,134,154,134,기술과학분야,세계,국제기구,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2014,KBDS01A114921,은닉층의 입력 가중치(Weight) 및 단위 바이어스는 초기에 한 번 랜덤하게 설정한 후 더 이상 조정되지 않는다.,The input weight and unit bias of the hidden layer are initially randomly set once and then are not adjusted any more.,64,118,144,118,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2252,POS0320618095820852428,신취 건설은 이미 2001년에 구상되어 2006년부터 본격화되었지만 신압록강 대교 건설 소식이 알려지면서 상승세를 탔다.,"The construction of Shinchwi was currently conceived in 2001 and began in earnest in 2006, but the headlines regarding the construction associated with Shin-Yam",67,223,157,223,기술과학분야,정치,국방외교,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2362,ECS011061809402196776,본 연구는 국내의 경제정의지수의 직원 만족도 점수와 BBB의 총만족도 평점을 사용한 결과를 비교하여 온라인 리뷰가 비재무 정보로서 가지는 예측력을 확인하고자 한다.,This study aims to confirm the predictive power of using online reviews as non-financial information by comparing the results using the employee satisfaction sc,91,247,225,247,기술과학분야,경제,경제일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2407,KAIS01A79245,"인공 지능부(130)는 제1 단어(1511)에 대응하는 주제어 및 제2 단어(1512)에 대응하는 주제어를 포함하는 하나 이상의 요약 정보(1510, 1520, 1530, 1540)를 획득할 수 있다.","The artificial intelligence unit 130 may acquire one or more pieces of summary information 1510, 1520, 1530, and 1540 including a main word corresponding to the",112,231,212,231,기술과학분야,기술과학,인공지능,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2434,KITS01A97325,공정의 단순화를 위하여 제1 보조패턴(256)과 제2 보조패턴(258)은 제1 위치검출라인(130) 및 제2 위치검출라인(140)과 동일한 공정에서 형성될 수 있다.,"To simplify the process, the first auxiliary pattern 256 and the second auxiliary pattern 258 may be formed in the same process as the first position detection ",92,212,194,212,기술과학분야,기술과학,IT,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2527,KITS01A32759,유효 입력 포인트(325)의 위치는 3차원 입체 영상 표시 공간 내 3차원 좌표로 표현될 수 있다.,The position of the effective input point 325 may be expressed as three-dimensional coordinates in a three-dimensional stereoscopic image display space.,55,152,121,152,기술과학분야,기술과학,IT,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2570,CLS05406181010361132935,연구진은 1998년부터 2012년까지 예상한 기온과 실제 관측된 기온 간 차이의 최대 15%를 화산분출 시 황입자에 따른 효과로 추산할 수 있다고 말했다.,"According to the researchers, up to 15% of the difference between predicted and observed temperatures between 1998 and 2012 can be attributed to the effect of s",86,211,194,211,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2582,WRN010618095649396494,"벌금은 위반의 정도와 담합에 따른 매출액, 그리고 담합 기간에 따라 차등 부과됐다.""고 밝혔다.","Fines were imposed differently depending on the degree of violation, sales resulting from the collision, and the length of the crash.""",53,134,127,134,기술과학분야,세계,국제기구,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2647,CLS0140618095222286731,봄에는 남쪽 해상 영역에서 감소를 보인 반면에 나머지 영역에서는 뚜렷한 증가를 보였다.,"In the spring, the southern maritime area showed a decrease, while in the rest of the region there was a pronounced increase.",48,125,120,125,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,2989,WRN050618095711578144,해당 인부로부터 신고를 받은 갤러리는 해당 그림을 보고서 소스라치게 놀랐다.,The gallery that received the report from the work lady was surprised to see the picture.,42,89,106,89,기술과학분야,세계,문화_예술,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3192,KAIS01A35560,"마이크를 포함하는 스마트폰은 데이터 송수신 및 전자 장치(100)의 제어를 위해 Bluetooth, Wi-Fi 또는 적외선 등을 이용하는 통신부를 포함할 수 있다.","A smartphone including a microphone may include a communication unit using Bluetooth, Wi-Fi, or infrared rays for data transmission/reception and control of the",91,183,193,183,기술과학분야,기술과학,인공지능,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3300,KAIS01A58236,메인 신경 네트워크로 전처리 네트워크를 훈련하는 것은 훈련된 메인 신경 네트워크에 의해 결정되는 것과 같은 디스크립터들의 분석의 필요성에 완벽하게 맞는 보정을 하는 것을 가능하게 한다.,Training the preprocessing network with the main neural network makes it possible to make corrections that perfectly fit the needs of the analysis of descriptor,103,222,259,222,기술과학분야,기술과학,인공지능,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3356,KITS01A140351,제1 내지 제R 차 멀티 드라이빙을 수행할 때 적용하는 기준 커패시턴스 값은 최초에 구한 기준 커패시턴스 값을 공통으로 사용할 수 있다.,"As the reference capacitance value applied when the first to R-th multi-driving is performed, an initially obtained reference capacitance value may be commonly ",76,165,182,165,기술과학분야,기술과학,IT,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3397,POS05206181007281004807,"기원전 217년의 경우에도 원로원 의원들은 일부 사안에 대해서는 스스로 결정을 내렸고, 일부 다른 사안들에 대해서는 신관들에게 자문을 구하기로 결정을 내렸으며, 자문을 구하면서도 최종 결정은 자신들이 내렸다.","Even in 217 B.C., the senators made their own decisions on some matters, and on some others, they decided to seek advice from the priests, and while seeking adv",116,206,286,206,기술과학분야,정치,정치일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3414,ECS33106181012511174970,이러한 결과는 조절변수인 조직지원인식의 값이 클수록 독립변수인 방해적스트레스가 종속변수인 지식공유에 미치는 부(-)의 영향을 약하게 하는 것을 의미한다.,"These results mean that the larger the value of the regulatory variable, organizational support recognition, the weaker the negative (-) impact, an independent ",85,213,215,213,기술과학분야,경제,산업경제,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3454,WRN010618095650406897,환자의 집에서 함께 음식도 만들어 먹고 농장에서 수확한 망고나 유카(고구마와 비슷한 뿌리작물) 등을 선물 받는 일도 즐겁다.,It is also fun to cook and eat together at the patient's home and receive gifts such as mangoes and yucca (root crops similar to sweet potatoes) harvested from ,69,169,169,169,기술과학분야,세계,국제기구,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3526,CLS0540618095224287005,"서산은 20.2 m로 가장 높았고 수원, 군산, 부산, 통영이 약 18 m로 다음이었다.","Seosan had the highest elevation at 20.2 meters, followed by Suwon, Gunsan, Busan, and Tongyeong, all of which were at 18 meters.",49,129,99,129,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3666,ECS0610618094107107530,이상의 열거된 원인들은 다시 크게 두 가지 문제로 분류할 수 있다.,The above-listed causes can again be classified into two main problems.,37,71,89,71,기술과학분야,경제,경제일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,3711,ECS051061809364940359,"최종 수요 부문은 국내 총생산에 대한 지출 측면에서 실질 가격 기준의 민간 소비, 정부 소비, 총 고정 자본 형성, 설비 투자, 재고 증감과 오차 조정항으로 구성되었다.","The final demand sectors are private consumption for a real cost basis, federal government usage, total fixed capital formation, stock in regard to spending on ",94,258,222,258,기술과학분야,경제,경제일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4203,WRN020618095723678144,"일본 정부는 고투 트래블 사업이 코로나19 확산의 원인으로 지목되자, 감염 확산 속도가 빠른 삿포로시와 오사카시를 목적지로 하는 여행을 이날부터 3주간 이 사업에 의한 지원 대상에서 제외하기로 했다.","The Japanese government has decided to exclude travel to Sapporo and Osaka, where the spread of infection is fast, from the support of this project for three we",111,267,271,267,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4215,ECS0310618094418157443,"음료 제조업자들이 경쟁을 회피하기 위해 가격을 협의하여 인위적으로 캔음료 가격을 상승(700원)시킬 경우, 소비자는 500원에 살 수 있는 캔음료를 700원을 지불하고 구입해야 하므로 편익이 감소하고 결과적으로 자원 배분의 효율성이 악화된다.","If beverage makers artificially increase the price of canned beverages (seven hundred won) in order to avoid competition, consumers are forced to spend 700 won ",135,295,323,295,기술과학분야,경제,경제일반,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4239,KBDS01A63759,"콘텐츠 히스토리 테이블이 전술한 PDI 유저 데이터의 형태로 변경될 수 있는 경우, PDI 유저 데이터에 대응하는 필터링 크리테리아 하나만 수신기로 전달될 수도 있다.","When the content history table may be changed in the form of the PDI user data described above, only one filtering criterion corresponding to the PDI user data ",93,195,219,195,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4313,WRN020618095717629910,기기가 살균액으로 폐 조직에 남아 있는 오물을 씻어내고 산소를 공급하면 의료진이 폐의 호흡과정을 기관지경으로 지켜본 뒤 이식수술이 가능한 폐를 선별한다.,"After the device disinfects the remaining dirt in the lung tissue and supplies oxygen, the medical staff uses a bronchoscope to observe the lungs' respiration p",85,214,215,214,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4550,ECS30106181011521158622,그 결과 사업의 효과에 관한 상당히 정확한 추정치를 얻을 수 있었다.,The result was a fairly accurate estimate of the effectiveness of the project.,38,78,92,78,기술과학분야,경제,산업경제,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4736,WRN020618095722665341,일본 수도권에서는 현(현·광역자치단체) 경계를 넘어 영업하는 파친코를 찾아가는 이용자가 나오기도 했다.,Users have come to visit pachinko that are open across prefectures in Japan's metropolitan area (prefectures and regional governments).,57,135,144,135,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4827,WRN020618095729729480,"한편, 브라질 경제부는 13일 코로나19 충격을 반영해 올해 성장률 전망치를 -4.7%로 하향조정했다.","Meanwhile, on the 13th, the Brazilian Ministry of Economy cut its growth prediction for this year to -4.7 percent, citing the impact of COVID-19.",57,145,127,145,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4887,WRN0506181009561080973,지금 아프라시아브의 주변에는 현대적인 사마르칸드 도시가 서 있다.,Now on the periphery of Afrasiab stands the modern city of Samarkand.,36,69,92,69,기술과학분야,세계,문화_예술,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,4920,KITS01A47105,세탁물 종류 입력 영역에서 세탁물 종류를 선택한 후 세탁물 색상 입력영역에서 해당 세탁물의 색상을 입력할 수 있다.,"After selecting a laundry type in the laundry type input area, the color of the laundry may be input in the laundry color input area.",64,133,158,133,기술과학분야,기술과학,IT,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5060,KBDS01A12372,"동작 정보 표시 영역(R2)에는 냉장고(1)에 포함된 복수의 저장실(20a, 20b, 20c)의 동작과 관련된 저장실 맵(121a-1)이 표시될 수 있다.","A storage room map 121a-1 related to operations of the plurality of storage rooms 20a, 20b, and 20c included in the refrigerator 1 may be displayed in the opera",86,193,168,193,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5196,KBDS01A74109,"제1 정보는 또한, 복수의 제1 처리 단위(GOS)의 각각에 대응지어져 있는 오브젝트, 시각 및 데이터 저장처 중 적어도 하나를 나타낸다.","The first information also indicates at least one of an object associated with each of the plurality of first processing units GOS, a time point, and a data sto",77,177,175,177,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5231,ECS26106181010001113468,"캐나다와 싱가포르, 최근 프랑스 라팔 전투기와 구축함을 구입한 이집트가 미스트랄급 상륙함을 살 국가로 거론되고 있다.","The Mistral-class amphibious assault ship is being purchased by Canada, Singapore, and Egypt, which just purchased French Rafale fighters and destroyers.",65,153,163,153,기술과학분야,경제,국제통상,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5245,WRN020618095729730210,경찰은 매장 내 감시 카메라에 잡힌 이 남성을 추적해 전날 체포했다.,The man who was caught on surveillance cameras in the store was tracked down and arrested the day before by police.,38,115,92,115,기술과학분야,세계,사회_의료,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5280,POS9520618100224917834,"분단으로 파생된 문제는 이념 투쟁이나 군사적 대치뿐 아니라 문화적 이질화, 일상의 차이에 이르기까지 다양한 까닭에 비핵 화와 같은 우선적 과제가 극복하더라도 남북 관계 진전을 위해서는 예상되는 걸림돌이 적지 않다.","Since the problems resulting from division are diverse, from ideological struggles and military confrontations to cultural heterogeneity and daily differences, ",119,288,297,288,기술과학분야,정치,북한,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5352,CLS0540618095345306430,"5회기는 도입에서 인지활동 추가와 탄소발자국 지우개 최우수 선정 등의 내용을 추가하였고, 6회 기와 7회기는 기존 홍보에서 퍼포먼스로 변경하여 발표하는 방안으로 수정하였다.","In the 5th session, the addition of cognitive activities and the best selection of carbon footprint erasers were added, and in the 6th and seventh sessions, the",96,245,238,245,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5387,KBDS01A50431,상기 포틀릿 인증 결과 유효한 권한이 없는 경우 이벤트 드롭을 통해 이벤트를 포기할 수 있다.,"If there is no valid authority as a result of the portlet authentication, the event may be abandoned through event drop.",52,120,126,120,기술과학분야,기술과학,빅데이터,특허정보원,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5680,CLS0540618095226287485,"에너지전환을 추구하는 시민성은 그 정도나 적극성에서 다른 양상을 띨 수밖에 없으며, 생태시민성에 대한 관점과 해석도 달라져야 할 것이다.","Citizenship that pursues energy transition will inevitably have different aspects in its degree and activeness, and the perspective and interpretation of ecolog",76,202,190,202,기술과학분야,기후,기후,한국연구재단,문어체
01.데이터/1.Training/라벨링데이터/TL1/기술과학분야_한영_train_set.json,TRAIN · KO_TO_EN,5822,CLS04406181010451135804,오늘 오후 3시쯤 하이난 성 싼야항에 대피하던 화물선 한 척을 묶어뒀던 선이 끊어지면서 배가 바다로 빨려 들어가는 바람에 선원 7명의 연락이 두절됐다.,"At about 3:00 p.m. today, seven sailors were lost contact as the line that had tied up a cargo ship that had been evacuated to Sanya Port in Hainan province was",84,206,204,206,기술과학분야,기후,기후,한국연구재단,문어체
